
2025-08-24 11:06:51,731 - bot.bot - INFO - Connected to: KH2 CONNECT | STAFF ONLY (ID: 1408867073580466178)
2025-08-24 11:41:57,644 - discord.gateway - INFO - Shard ID None has successfully RESUMED session 4fff385b2723d36d02ec44368478f48a.
2025-08-24 12:37:17,437 - __main__ - INFO - Starting Discord bot...
2025-08-24 12:37:17,442 - discord.client - INFO - logging in using static token
2025-08-24 12:37:17,894 - bot.bot - INFO - Initializing database...
2025-08-24 12:37:17,909 - bot.database - INFO - All database tables created successfully
2025-08-24 12:37:17,909 - bot.database - INFO - Database initialized successfully
2025-08-24 12:37:17,909 - bot.bot - INFO - Loading cogs...
2025-08-24 12:37:17,916 - bot.bot - INFO - Loaded cog: template
2025-08-24 12:37:17,947 - bot.bot - INFO - Loaded cog: moderation
2025-08-24 12:37:18,221 - bot.bot - INFO - Loaded cog: general
2025-08-24 12:37:18,225 - bot.bot - INFO - Loaded cog: afk
2025-08-24 12:37:18,231 - bot.bot - INFO - Loaded cog: admin
2025-08-24 12:37:18,235 - bot.bot - INFO - Loaded cog: verification
2025-08-24 12:37:18,237 - bot.bot - INFO - Loaded cog: music
2025-08-24 12:37:18,240 - bot.bot - INFO - Loaded cog: fun
2025-08-24 12:37:18,244 - bot.bot - INFO - Loaded cog: ai
2025-08-24 12:37:18,522 - bot.bot - INFO - Loaded cog: utility
2025-08-24 12:37:21,043 - bot.bot - INFO - Loaded cog: image
2025-08-24 12:37:21,043 - bot.bot - INFO - Bot setup complete!
2025-08-24 12:37:21,370 - discord.gateway - INFO - Shard ID None has connected to Gateway (Session ID: a990b376aa8919cfe89fe6271b263562).
2025-08-24 12:37:23,417 - bot.bot - INFO - Bot is ready! Logged in as CONNECT KH2#9788
2025-08-24 12:37:23,418 - bot.bot - INFO - Bot ID: 1401261269432144045
2025-08-24 12:37:23,418 - bot.bot - INFO - Servers: 11
2025-08-24 12:37:23,418 - bot.bot - INFO - Using k! prefix commands only - no slash commands
2025-08-24 12:37:23,418 - bot.bot - INFO - Connected to: Alfie's club (ID: 1383871692887294063)
2025-08-24 12:37:23,418 - bot.bot - INFO - Connected to: Bruzz Only! (ID: 1399461383468351508)
2025-08-24 12:37:23,418 - bot.bot - INFO - Connected to: Skijibidi Kingdom: New Rise (ID: 1401620741979504640)
2025-08-24 12:37:23,418 - bot.bot - INFO - Connected to: ⏤͟͟͞͞❧𝐺𝑖𝑟𝑙𝑠 𝑜𝑛𝑙𝑦 𝑠𝑒𝑟𝑣𝑒𝑟🫟 (ID: 1402659408827387995)
2025-08-24 12:37:23,418 - bot.bot - INFO - Connected to: Avaite Studios 2.0 | AllPlay (ID: 1406393936007794838)
2025-08-24 12:37:23,418 - bot.bot - INFO - Connected to: ALK Studios (ID: 1406705191809716354)
2025-08-24 12:37:23,418 - bot.bot - INFO - Connected to: The Galaxy Servers! (ID: 1407018461141536778)
2025-08-24 12:37:23,418 - bot.bot - INFO - Connected to: KH2 CONNECT HUB (ID: 1407772968917926029)
2025-08-24 12:37:23,419 - bot.bot - INFO - Connected to: KH2 CONNECT APPEALS (ID: 1408084058961088533)
2025-08-24 12:37:23,419 - bot.bot - INFO - Connected to: Strays Kingdom (ID: 1408773902317916202)
2025-08-24 12:37:23,419 - bot.bot - INFO - Connected to: KH2 CONNECT | STAFF ONLY (ID: 1408867073580466178)
2025-08-24 12:52:02,990 - bot.bot - INFO - Joined new guild: Spy Ninja Hangout 🤩 (ID: 1404007555285389313)
2025-08-24 12:52:03,025 - bot.database - INFO - Created database entry for guild 1404007555285389313
2025-08-24 13:08:34,469 - discord.gateway - INFO - Shard ID None has successfully RESUMED session a990b376aa8919cfe89fe6271b263562.
2025-08-24 16:56:20,036 - __main__ - INFO - Starting Discord bot...
2025-08-24 16:56:20,038 - discord.client - INFO - logging in using static token
2025-08-24 16:56:20,617 - bot.bot - INFO - Initializing database...
2025-08-24 16:56:20,619 - bot.database - INFO - All database tables created successfully
2025-08-24 16:56:20,620 - bot.database - INFO - Database initialized successfully
2025-08-24 16:56:20,620 - bot.bot - INFO - Loading cogs...
2025-08-24 16:56:20,627 - bot.bot - INFO - Loaded cog: template
2025-08-24 16:56:20,633 - bot.bot - INFO - Loaded cog: moderation
2025-08-24 16:56:20,809 - bot.bot - INFO - Loaded cog: general
2025-08-24 16:56:20,810 - bot.bot - INFO - Loaded cog: afk
2025-08-24 16:56:20,815 - bot.bot - INFO - Loaded cog: admin
2025-08-24 16:56:20,816 - bot.bot - INFO - Loaded cog: verification
